1,90
1,88
1,91
1,87
1,73
1,78
1,88
1,72
1,86
1,69
1,83
1,80
1,82
1,80
1,86
1,78
1,85
1,75
1,77
1,73
1,70
1,83
1,74
1,91
1,95
1,86
1,82
1,86
1,83
1,72
1,80
1,68
1,86
1,81
1,73
1,85
1,76
1,71
1,80
1,75
1,75
1,75
1,81
1,79
1,74
1,75
1,87
1,86
1,90
1,86
1,93
1,77
1,80
1,78
1,71
1,78
1,68
1,80
1,80
1,87
1,79
1,85
1,73
1,71
1,67
1,79
1,74
1,85
1,80
1,90
1,91
1,86
1,74
1,75
1,88
1,83
1,85
1,78
1,85
1,72
1,74
1,80
1,75
1,86
1,76
1,74
1,93
1,87
1,72
1,72
1,80
1,79
1,90
1,85
1,87
1,85
1,87
1,72
1,96
1,80
1,75
1,87
1,87
1,74
1,78
1,88
1,82
1,68
1,72
1,72
1,82
1,86
1,86
1,81
1,84
1,77
1,86
1,97
1,92
1,80
1,98
1,74
1,71
1,84
1,73
1,75
1,84
1,77
1,69
1,76
1,74
1,84
1,60
1,70
1,70
1,87
1,70
1,72
1,86
1,83
1,85
1,95
1,87
1,79
1,78
1,90
1,95
1,78
1,87
1,78
1,85
1,80
1,79
1,82
1,79
1,77
1,86
1,77
1,78
1,79
1,80
1,89
1,83
1,80
1,81
1,75
1,78
1,70
1,85
1,78
1,71
1,86
1,84
1,77
1,69
1,85
1,71
1,70
1,76
1,85
1,78
1,69
1,75
1,80
1,94
1,85
1,83
1,80
1,80
1,78
1,74
1,72
1,75
1,85
1,63
1,73
1,72
1,90
1,86
1,81
